event,time,Cost,Duration,Email,Platform,Workspace,Owner,Segments
Outbound Calls,1752379200,0.238465,66.0 seconds,user46c@mediumteam1.com,web,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1752379200,0.397542,121.0 seconds,user46d@mediumteam1.com,asana,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1752379200,0.511792,433.0 seconds,user46d@mediumteam1.com,asana,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1752379200,0.838019,277.0 seconds,user50g@largerteam1.com,web,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1752379200,0.154699,,owner42@smallcorp1.com,web,SmallCorp1,owner42@smallcorp1.com,4
Outbound SMS,1752379200,0.146487,,user49b@scalingbusiness1.com,mobile,ScalingBusiness1,owner49@scalingbusiness1.com,3
Outbound Calls,1752465600,0.786803,269.0 seconds,user45a@growingstartup1.com,web,GrowingStartup1,owner45@growingstartup1.com,
Outbound Calls,1752465600,1.831924,562.0 seconds,user45d@growingstartup1.com,mobile,GrowingStartup1,owner45@growingstartup1.com,
Outbound Calls,1752465600,1.759953,569.0 seconds,owner46@mediumteam1.com,web,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1752552000,2.705467,562.0 seconds,owner2@freelanceexpert1.com,web,FreelanceExpert1,owner2@freelanceexpert1.com,
Outbound Calls,1752552000,0.617288,194.0 seconds,owner22@freelanceexpert3.com,mobile,FreelanceExpert3,owner22@freelanceexpert3.com,
Outbound Calls,1752552000,1.473546,526.0 seconds,owner25@selfemployed3.com,mobile,SelfEmployed3,owner25@selfemployed3.com,
Outbound Calls,1752552000,0.862842,192.0 seconds,user45c@growingstartup1.com,web,GrowingStartup1,owner45@growingstartup1.com,
Outbound Calls,1752552000,1.211411,460.0 seconds,user50f@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,
Outbound Calls,1752638400,2.112977,522.0 seconds,owner2@freelanceexpert1.com,mobile,FreelanceExpert1,owner2@freelanceexpert1.com,
Outbound Calls,1752638400,1.299052,293.0 seconds,owner16@soloentrepreneur2.com,front,SoloEntrepreneur2,owner16@soloentrepreneur2.com,
Outbound Calls,1752638400,0.270665,188.0 seconds,owner16@soloentrepreneur2.com,front,SoloEntrepreneur2,owner16@soloentrepreneur2.com,
Outbound Calls,1752638400,1.83777,409.0 seconds,owner21@soloconsultant3.com,intercom,SoloConsultant3,owner21@soloconsultant3.com,
Outbound Calls,1752638400,2.066561,454.0 seconds,user40b@threepersonteam1.com,mobile,ThreePersonTeam1,owner40@threepersonteam1.com,
Outbound Calls,1752638400,0.237097,209.0 seconds,user43b@triostartup2.com,pipedrive,TrioStartup2,owner43@triostartup2.com,
Outbound SMS,1752638400,0.075709,,owner16@soloentrepreneur2.com,mobile,SoloEntrepreneur2,owner16@soloentrepreneur2.com,3
Outbound SMS,1752638400,0.031984,,user43b@triostartup2.com,web,TrioStartup2,owner43@triostartup2.com,1
Outbound SMS,1752638400,0.040209,,user45d@growingstartup1.com,mobile,GrowingStartup1,owner45@growingstartup1.com,3
Outbound SMS,1752638400,0.080254,,user49a@scalingbusiness1.com,mobile,ScalingBusiness1,owner49@scalingbusiness1.com,2
Outbound SMS,1752638400,0.040988,,owner50@largerteam1.com,web,LargerTeam1,owner50@largerteam1.com,1
Outbound Calls,1752724800,0.908316,236.0 seconds,user42a@smallcorp1.com,web,SmallCorp1,owner42@smallcorp1.com,
Outbound Calls,1752724800,1.274496,274.0 seconds,user46f@mediumteam1.com,web,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1752724800,0.197429,183.0 seconds,user50e@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,
Outbound Calls,1752724800,1.093115,261.0 seconds,user50f@largerteam1.com,web,LargerTeam1,owner50@largerteam1.com,
Outbound Calls,1752811200,0.656112,173.0 seconds,owner1@soloconsultant1.com,insightly,SoloConsultant1,owner1@soloconsultant1.com,
Outbound Calls,1752811200,0.29352,266.0 seconds,owner11@soloconsultant2.com,freshsales,SoloConsultant2,owner11@soloconsultant2.com,
Outbound Calls,1752811200,0.624244,141.0 seconds,owner50@largerteam1.com,web,LargerTeam1,owner50@largerteam1.com,
Outbound Calls,1752897600,1.295071,380.0 seconds,owner43@triostartup2.com,web,TrioStartup2,owner43@triostartup2.com,
Outbound Calls,1753070400,0.934617,312.0 seconds,user37@smallteam2.com,web,SmallTeam2,owner37@smallteam2.com,
Outbound Calls,1753070400,1.903264,403.0 seconds,user43b@triostartup2.com,web,TrioStartup2,owner43@triostartup2.com,
Outbound Calls,1753070400,2.239694,585.0 seconds,user49c@scalingbusiness1.com,web,ScalingBusiness1,owner49@scalingbusiness1.com,
Outbound Calls,1753070400,1.282901,334.0 seconds,user50i@largerteam1.com,web,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1753070400,0.095336,,owner15@selfemployed2.com,close,SelfEmployed2,owner15@selfemployed2.com,3
Outbound SMS,1753070400,0.150531,,owner50@largerteam1.com,web,LargerTeam1,owner50@largerteam1.com,4
Outbound Calls,1753156800,0.786567,206.0 seconds,owner1@soloconsultant1.com,insightly,SoloConsultant1,owner1@soloconsultant1.com,
Outbound Calls,1753156800,1.042629,425.0 seconds,owner23@independentsales3.com,web,IndependentSales3,owner23@independentsales3.com,
Outbound Calls,1753156800,1.069923,363.0 seconds,owner43@triostartup2.com,mobile,TrioStartup2,owner43@triostartup2.com,
Outbound Calls,1753156800,0.34491,195.0 seconds,user45a@growingstartup1.com,mobile,GrowingStartup1,owner45@growingstartup1.com,
Outbound Calls,1753156800,0.3207,304.0 seconds,owner46@mediumteam1.com,web,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1753156800,0.438582,111.0 seconds,user50c@largerteam1.com,web,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1753156800,0.04433,,owner23@independentsales3.com,web,IndependentSales3,owner23@independentsales3.com,2
Outbound SMS,1753156800,0.062911,,owner35@duoventure1.com,web,DuoVenture1,owner35@duoventure1.com,2
Outbound SMS,1753156800,0.07246,,user45c@growingstartup1.com,web,GrowingStartup1,owner45@growingstartup1.com,2
Outbound SMS,1753156800,0.047784,,user45c@growingstartup1.com,mobile,GrowingStartup1,owner45@growingstartup1.com,1
Outbound SMS,1753156800,0.067647,,user50g@largerteam1.com,web,LargerTeam1,owner50@largerteam1.com,3
Outbound Calls,1753243200,0.777457,222.0 seconds,owner11@soloconsultant2.com,freshsales,SoloConsultant2,owner11@soloconsultant2.com,
Outbound Calls,1753243200,1.423247,472.0 seconds,owner16@soloentrepreneur2.com,web,SoloEntrepreneur2,owner16@soloentrepreneur2.com,
Outbound Calls,1753243200,1.74046,424.0 seconds,user46b@mediumteam1.com,mobile,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1753243200,2.209625,545.0 seconds,owner50@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1753243200,0.043193,,owner15@selfemployed2.com,close,SelfEmployed2,owner15@selfemployed2.com,1
Outbound SMS,1753243200,0.040032,,owner35@duoventure1.com,web,DuoVenture1,owner35@duoventure1.com,3
Outbound Calls,1753329600,0.665884,147.0 seconds,owner25@selfemployed3.com,mobile,SelfEmployed3,owner25@selfemployed3.com,
Outbound Calls,1753329600,0.360126,128.0 seconds,user35@duoventure1.com,mobile,DuoVenture1,owner35@duoventure1.com,
Outbound Calls,1753329600,0.344054,88.0 seconds,user42b@smallcorp1.com,mobile,SmallCorp1,owner42@smallcorp1.com,
Outbound Calls,1753329600,1.650482,520.0 seconds,user46c@mediumteam1.com,mobile,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1753329600,0.158291,42.0 seconds,owner49@scalingbusiness1.com,web,ScalingBusiness1,owner49@scalingbusiness1.com,
Outbound Calls,1753329600,0.320328,92.0 seconds,user49a@scalingbusiness1.com,activecampaign,ScalingBusiness1,owner49@scalingbusiness1.com,
Outbound Calls,1753329600,1.55625,439.0 seconds,user49e@scalingbusiness1.com,mobile,ScalingBusiness1,owner49@scalingbusiness1.com,
Outbound Calls,1753329600,0.486446,324.0 seconds,owner50@largerteam1.com,web,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1753329600,0.029611,,owner16@soloentrepreneur2.com,mobile,SoloEntrepreneur2,owner16@soloentrepreneur2.com,1
Outbound SMS,1753329600,0.061329,,owner45@growingstartup1.com,mobile,GrowingStartup1,owner45@growingstartup1.com,2
Outbound SMS,1753329600,0.024437,,user45c@growingstartup1.com,mobile,GrowingStartup1,owner45@growingstartup1.com,1
Outbound Calls,1753416000,1.305105,398.0 seconds,owner31@startupduo1.com,web,StartupDuo1,owner31@startupduo1.com,
Outbound Calls,1753416000,0.480636,161.0 seconds,user49b@scalingbusiness1.com,web,ScalingBusiness1,owner49@scalingbusiness1.com,
Outbound Calls,1753416000,0.178651,120.0 seconds,user50c@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1753416000,0.032529,,user50f@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,3
Outbound SMS,1753416000,0.147135,,user50h@largerteam1.com,web,LargerTeam1,owner50@largerteam1.com,3
Outbound Calls,1753502400,2.13195,484.0 seconds,user40a@threepersonteam1.com,mobile,ThreePersonTeam1,owner40@threepersonteam1.com,
Outbound Calls,1753502400,0.582164,154.0 seconds,owner46@mediumteam1.com,mobile,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1753502400,0.112364,64.0 seconds,user50i@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1753502400,0.022884,,owner16@soloentrepreneur2.com,web,SoloEntrepreneur2,owner16@soloentrepreneur2.com,1
Outbound SMS,1753502400,0.115148,,user42b@smallcorp1.com,mobile,SmallCorp1,owner42@smallcorp1.com,4
Outbound SMS,1753502400,0.081569,,owner45@growingstartup1.com,mobile,GrowingStartup1,owner45@growingstartup1.com,4
Outbound Calls,1753588800,2.195322,589.0 seconds,owner13@independentsales2.com,mobile,IndependentSales2,owner13@independentsales2.com,
Outbound Calls,1753588800,0.941395,417.0 seconds,owner23@independentsales3.com,mobile,IndependentSales3,owner23@independentsales3.com,
Outbound Calls,1753588800,0.616751,291.0 seconds,user37@smallteam2.com,web,SmallTeam2,owner37@smallteam2.com,
Outbound SMS,1753588800,0.105919,,user49e@scalingbusiness1.com,mobile,ScalingBusiness1,owner49@scalingbusiness1.com,4
Outbound Calls,1753675200,1.642559,510.0 seconds,owner9@soloventure1.com,mobile,SoloVenture1,owner9@soloventure1.com,
Outbound Calls,1753675200,0.217874,75.0 seconds,owner16@soloentrepreneur2.com,web,SoloEntrepreneur2,owner16@soloentrepreneur2.com,
Outbound Calls,1753675200,0.213636,154.0 seconds,owner25@selfemployed3.com,web,SelfEmployed3,owner25@selfemployed3.com,
Outbound Calls,1753675200,0.963038,243.0 seconds,user35@duoventure1.com,web,DuoVenture1,owner35@duoventure1.com,
Outbound Calls,1753675200,0.068246,30.0 seconds,user38@twopersoncorp2.com,mobile,TwoPersonCorp2,owner38@twopersoncorp2.com,
Outbound Calls,1753675200,1.172375,574.0 seconds,user42b@smallcorp1.com,web,SmallCorp1,owner42@smallcorp1.com,
Outbound Calls,1753675200,1.262907,494.0 seconds,user45a@growingstartup1.com,web,GrowingStartup1,owner45@growingstartup1.com,
Outbound SMS,1753675200,0.010877,,user37@smallteam2.com,intercom,SmallTeam2,owner37@smallteam2.com,1
Outbound SMS,1753675200,0.089363,,user50d@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,3
Outbound Calls,1753761600,1.243521,356.0 seconds,owner13@independentsales2.com,mobile,IndependentSales2,owner13@independentsales2.com,
Outbound Calls,1753761600,1.979163,557.0 seconds,owner40@threepersonteam1.com,teams,ThreePersonTeam1,owner40@threepersonteam1.com,
Outbound Calls,1753761600,0.353423,156.0 seconds,user40a@threepersonteam1.com,mobile,ThreePersonTeam1,owner40@threepersonteam1.com,
Outbound Calls,1753761600,0.9889,300.0 seconds,user46f@mediumteam1.com,web,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1753761600,0.671729,160.0 seconds,user49c@scalingbusiness1.com,monday,ScalingBusiness1,owner49@scalingbusiness1.com,
Outbound SMS,1753761600,0.010763,,owner46@mediumteam1.com,mobile,MediumTeam1,owner46@mediumteam1.com,1
Outbound SMS,1753761600,0.049727,,user46d@mediumteam1.com,mobile,MediumTeam1,owner46@mediumteam1.com,2
Outbound SMS,1753761600,0.01061,,user46e@mediumteam1.com,mobile,MediumTeam1,owner46@mediumteam1.com,1
Outbound Calls,1753848000,1.551391,500.0 seconds,owner23@independentsales3.com,mobile,IndependentSales3,owner23@independentsales3.com,
Outbound Calls,1753848000,1.238191,568.0 seconds,user42a@smallcorp1.com,mobile,SmallCorp1,owner42@smallcorp1.com,
Outbound Calls,1753848000,0.693937,571.0 seconds,owner45@growingstartup1.com,mobile,GrowingStartup1,owner45@growingstartup1.com,
Outbound Calls,1753848000,0.427545,285.0 seconds,user45a@growingstartup1.com,mobile,GrowingStartup1,owner45@growingstartup1.com,
Outbound Calls,1753848000,2.545929,576.0 seconds,owner49@scalingbusiness1.com,hubspot,ScalingBusiness1,owner49@scalingbusiness1.com,
Outbound Calls,1753848000,2.080062,513.0 seconds,user50i@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1753848000,0.029191,,owner49@scalingbusiness1.com,web,ScalingBusiness1,owner49@scalingbusiness1.com,1
Outbound Calls,1753934400,1.198141,543.0 seconds,owner16@soloentrepreneur2.com,web,SoloEntrepreneur2,owner16@soloentrepreneur2.com,
Outbound Calls,1753934400,0.420244,147.0 seconds,user42b@smallcorp1.com,mobile,SmallCorp1,owner42@smallcorp1.com,
Outbound SMS,1753934400,0.120888,,owner16@soloentrepreneur2.com,mobile,SoloEntrepreneur2,owner16@soloentrepreneur2.com,4
Outbound SMS,1753934400,0.046969,,user50a@largerteam1.com,asana,LargerTeam1,owner50@largerteam1.com,1
Outbound Calls,1754020800,0.64346,232.0 seconds,owner15@selfemployed2.com,mobile,SelfEmployed2,owner15@selfemployed2.com,
Outbound Calls,1754020800,0.347942,287.0 seconds,owner46@mediumteam1.com,web,MediumTeam1,owner46@mediumteam1.com,
Outbound SMS,1754020800,0.049943,,owner16@soloentrepreneur2.com,web,SoloEntrepreneur2,owner16@soloentrepreneur2.com,1
Outbound SMS,1754020800,0.063831,,owner25@selfemployed3.com,asana,SelfEmployed3,owner25@selfemployed3.com,4
Outbound Calls,1754107200,2.09337,507.0 seconds,user50f@largerteam1.com,activecampaign,LargerTeam1,owner50@largerteam1.com,
Outbound Calls,1754193600,0.49873,354.0 seconds,owner1@soloconsultant1.com,web,SoloConsultant1,owner1@soloconsultant1.com,
Outbound Calls,1754193600,0.429215,103.0 seconds,user41a@trioventure1.com,web,TrioVenture1,owner41@trioventure1.com,
Outbound Calls,1754280000,0.512179,433.0 seconds,owner31@startupduo1.com,mobile,StartupDuo1,owner31@startupduo1.com,
Outbound Calls,1754280000,0.737858,251.0 seconds,owner48@growthcompany1.com,asana,GrowthCompany1,owner48@growthcompany1.com,
Outbound Calls,1754280000,0.906332,459.0 seconds,user48e@growthcompany1.com,web,GrowthCompany1,owner48@growthcompany1.com,
Outbound Calls,1754280000,1.011011,488.0 seconds,user50f@largerteam1.com,web,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1754280000,0.104872,,user43b@triostartup2.com,pipedrive,TrioStartup2,owner43@triostartup2.com,4
Outbound Calls,1754366400,1.395015,401.0 seconds,owner13@independentsales2.com,web,IndependentSales2,owner13@independentsales2.com,
Outbound Calls,1754366400,0.551666,151.0 seconds,owner41@trioventure1.com,web,TrioVenture1,owner41@trioventure1.com,
Outbound Calls,1754366400,1.211675,304.0 seconds,user50h@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,
Outbound Calls,1754366400,0.511015,194.0 seconds,user50h@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1754366400,0.101742,,user34@partnershipbiz1.com,front,PartnershipBiz1,owner34@partnershipbiz1.com,4
Outbound Calls,1754452800,0.504877,123.0 seconds,owner21@soloconsultant3.com,mobile,SoloConsultant3,owner21@soloconsultant3.com,
Outbound Calls,1754452800,0.826707,204.0 seconds,owner25@selfemployed3.com,asana,SelfEmployed3,owner25@selfemployed3.com,
Outbound Calls,1754452800,0.072416,19.0 seconds,user31@startupduo1.com,web,StartupDuo1,owner31@startupduo1.com,
Outbound Calls,1754452800,0.52846,177.0 seconds,user35@duoventure1.com,web,DuoVenture1,owner35@duoventure1.com,
Outbound Calls,1754452800,2.367532,504.0 seconds,user41a@trioventure1.com,mobile,TrioVenture1,owner41@trioventure1.com,
Outbound Calls,1754539200,0.442533,214.0 seconds,user41b@trioventure1.com,web,TrioVenture1,owner41@trioventure1.com,
Outbound Calls,1754539200,1.681039,477.0 seconds,owner45@growingstartup1.com,hubspot,GrowingStartup1,owner45@growingstartup1.com,
Outbound Calls,1754539200,1.744342,350.0 seconds,user48b@growthcompany1.com,mobile,GrowthCompany1,owner48@growthcompany1.com,
Outbound Calls,1754539200,0.218242,182.0 seconds,user50h@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1754539200,0.088171,,user47c@expandingcorp1.com,web,ExpandingCorp1,owner47@expandingcorp1.com,3
Outbound SMS,1754539200,0.067597,,user50b@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,2
Outbound Calls,1754625600,1.884699,495.0 seconds,user40b@threepersonteam1.com,mobile,ThreePersonTeam1,owner40@threepersonteam1.com,
Outbound Calls,1754625600,0.438043,134.0 seconds,user48c@growthcompany1.com,mobile,GrowthCompany1,owner48@growthcompany1.com,
Outbound SMS,1754625600,0.033532,,owner2@freelanceexpert1.com,mobile,FreelanceExpert1,owner2@freelanceexpert1.com,1
Outbound Calls,1754712000,0.309037,116.0 seconds,owner41@trioventure1.com,web,TrioVenture1,owner41@trioventure1.com,
Outbound Calls,1754712000,1.110647,377.0 seconds,user48c@growthcompany1.com,web,GrowthCompany1,owner48@growthcompany1.com,
Outbound Calls,1754712000,2.567552,537.0 seconds,user49a@scalingbusiness1.com,activecampaign,ScalingBusiness1,owner49@scalingbusiness1.com,
Outbound SMS,1754712000,0.073648,,user50a@largerteam1.com,web,LargerTeam1,owner50@largerteam1.com,2
Outbound SMS,1754712000,0.086796,,user50i@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,2
Outbound Calls,1754798400,2.812333,587.0 seconds,owner9@soloventure1.com,web,SoloVenture1,owner9@soloventure1.com,
Outbound Calls,1754798400,1.429861,512.0 seconds,owner9@soloventure1.com,monday,SoloVenture1,owner9@soloventure1.com,
Outbound Calls,1754798400,1.156936,282.0 seconds,user45a@growingstartup1.com,web,GrowingStartup1,owner45@growingstartup1.com,
Outbound Calls,1754798400,0.490917,142.0 seconds,user46d@mediumteam1.com,mobile,MediumTeam1,owner46@mediumteam1.com,
Outbound SMS,1754798400,0.023425,,user42b@smallcorp1.com,mobile,SmallCorp1,owner42@smallcorp1.com,2
Outbound Calls,1754884800,0.854617,186.0 seconds,owner23@independentsales3.com,freshsales,IndependentSales3,owner23@independentsales3.com,
Outbound Calls,1754884800,0.488287,467.0 seconds,owner38@twopersoncorp2.com,monday,TwoPersonCorp2,owner38@twopersoncorp2.com,
Outbound Calls,1754884800,0.606308,557.0 seconds,user45a@growingstartup1.com,web,GrowingStartup1,owner45@growingstartup1.com,
Outbound SMS,1754884800,0.013648,,user46b@mediumteam1.com,web,MediumTeam1,owner46@mediumteam1.com,1
Outbound Calls,1754971200,1.924281,504.0 seconds,user38@twopersoncorp2.com,mobile,TwoPersonCorp2,owner38@twopersoncorp2.com,
Outbound Calls,1754971200,0.62508,326.0 seconds,owner45@growingstartup1.com,mobile,GrowingStartup1,owner45@growingstartup1.com,
Outbound Calls,1754971200,0.570618,509.0 seconds,user46f@mediumteam1.com,mobile,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1754971200,0.251065,102.0 seconds,user48c@growthcompany1.com,web,GrowthCompany1,owner48@growthcompany1.com,
